std_state_FL_acc,std_state_FL_vel,std_state_FL_pos,std_state_FR_acc,std_state_FR_vel,std_state_FR_pos,std_state_RL_acc,std_state_RL_vel,std_state_RL_pos,std_state_RR_acc,std_state_RR_vel,std_state_RR_pos,std_state_TFL_acc,std_state_TFL_vel,std_state_TFL_pos,std_state_TFR_acc,std_state_TFR_vel,std_state_TFR_pos,std_state_TRL_acc,std_state_TRL_vel,std_state_TRL_pos,std_state_TRR_acc,std_state_TRR_vel,std_state_TRR_pos,std_state_body_acc,std_state_body_vel,std_state_body_pos,std_state_phi_acc,std_state_phi_vel,std_state_phi_pos,std_state_theta_acc,std_state_theta_vel,std_state_theta_pos,std_u_FL,std_u_FR,std_u_RL,std_u_RR
0.711860583,0.017008869,0.00556424,0.678213403,0.019141935,0.007348984,0.734854127,0.021718313,0.007760949,0.715660688,0.019614871,0.005577342,35.80826392,0.454299194,0.009379998,36.51822818,0.463756906,0.009380997,35.3498295,0.448726184,0.009268897,37.34883206,0.47401653,0.009524116,0.405785454,0.013903242,0.004978456,0.3730,0.014663518,0.006656346,0.1438,0.010626133,0.001875197,84.33741252,75.06943154,76.99977247,81.25872383
